-1125.3999999996722,-1523.252999999869,78.1
-1327.1899999999448,-1898.543999999582,67.54
-1075.8449999991626,-1511.1539999996567,58.46
-1410.5749999995965,-1028.7479999998582,69.0
-816.0849999990916,-286.2689999996917,54.93
-1582.4449999993108,-798.0900000001511,69.7
-1973.8699999991381,-1145.8529999999598,70.41
-2037.1100000001263,-1373.9579999998027,48.61
-1220.8549999990482,-1922.4090000000588,57.74
-1804.0399999991052,-1599.9540000002385,66.96
-263.9249999992188,-108.22499999964919,60.66
-521.6449999996087,54.94500000008884,121.88
-6649.4649999994235,742.3680000004467,38.34
-4978.194999999701,-370.51799999993307,36.74
-5791.474999999835,26.41800000034067,28.18
-431.20499999965034,-217.44899999993095,62.86
-1119.9600000001196,-290.7089999995236,67.64
-1548.699999999954,-449.8829999998861,122.1
-5742.600000000024,639.4709999999648,51.17
1110.5250000009903,5952.486000000143,44.0
557.2600000002836,-1740.8129999995197,159.23
-5807.029999999216,361.85999999970875,32.0
-923.5249999996142,-2568.7619999999997,260.0
-6808.669999999708,1798.8660000004372,31.31
-165.74999999946272,-652.5690000000211,76.86
-914.5149999994118,-233.98799999997522,52.04
-8148.779999999647,791.3189999998949,35.5
-5285.129999999043,-280.05299999961153,33.82
-7823.230000000194,731.1570000003585,23.47
-4970.544999999689,603.7290000002927,60.64
-833.4250000000054,-257.0760000000476,61.22
-6359.614999999223,324.5640000000165,62.71
-6187.319999999374,506.1599999997668,54.47
-6854.8249999991385,1767.6750000003167,37.79
-5705.539999999374,1784.547000000309,30.31
-5675.194999999889,277.38900000002786,32.02
-6961.6699999999555,524.1420000001114,44.48
558.9600000008232,-3823.0619999998366,152.0
-4276.690000000016,41.4030000003649,16.23
-1099.9849999998191,798.6450000003274,92.0
388.8750000002261,7182.921000000291,37.92
-12.324999999080433,6258.846000000375,26.52
-915.7899999998165,-1824.3959999998651,63.75
-6423.449999999917,780.2190000003151,49.05
-441.4899999990496,-1202.0190000001207,52.0
-3885.349999999974,-3051.3900000000262,91.55193314
-1377.7649999990872,-2005.2149999999997,75.78
-1761.709999999681,-2012.429999999924,61.98
-6707.774999999572,362.52600000039337,50.99
-4042.8549999997185,-1993.7819999996832,50.5
-1845.0949999993327,-1435.8959999995875,59.23
-4781.759999999195,-1293.9269999999538,38.54
-7438.009999999195,571.4279999998198,38.85
-304.80999999987546,-718.3920000002502,66.49
-1888.529999999591,-306.13800000000424,193.77
-5002.33499999915,-1324.7850000001265,36.61
-5259.71499999919,-1419.3569999995432,45.09
-5565.204999999764,-262.7369999999516,26.61
-476.67999999958965,-99.0120000000374,64.63
